0,235206355,"大家好！我是國立交通大學傳播與科技研究所的學生，目前正在進行一項關於關於Podcast節目「百靈果NEWS」廣告效果的研究！

(由於先前問卷設計失誤，需要重收問卷，因此，有填寫過的人可以再填寫一次!)

懇請版上「百靈果NEWS」的聽眾幫忙填寫這份問卷。

問卷連結：
https://nctucommunication.qualtrics.com/jfe/form/SV_3NTz7V16appjzSe

問卷收畢後，將從有效問卷中抽取5名，贈送100元/人，並以電子郵件通知。

拜託教徒動手填問卷!感謝大家~~~",百靈果Podcast廣告研究 #重收問卷,2021-01-20T14:35:07.593Z,2021-01-20T14:35:07.593Z,0,0,F,nctu,https://www.dcard.tw/f/nctu/p/235206355,dcard,post,大家好我是國立交通大學傳播與科技研究所的學生目前正在進行一項關於關於節目百靈果廣告效果的研究由於先前問卷設計失誤需要重收問卷因此有填寫過的人可以再填寫一次懇請版上百靈果的聽眾幫忙填寫這份問卷問卷連結問卷收畢後將從有效問卷中抽取名贈送元人並以電子郵件通知拜託教徒動手填問卷感謝大家,"['大家', '好', '我', '是', '國立', '交通', '大學', '傳播', '與', '科技', '研究所', '的', '學生', '目前', '正在', '進行', '一', '項', '關於', '關於', '節目', '百靈果', '廣告', '效果', '的', '研究', '由於', '先前', '問卷', '設計', '失誤', '需要', '重收', '問卷', '因此', '有', '填寫', '過', '的', '人', '可以', '再', '填寫', '一', '次', '懇請', '版', '上', '百靈果', '的', '聽眾', '幫忙', '填寫', '這', '份', '問卷', '問卷', '連結', '問卷', '收畢', '後', '將', '從', '有效', '問卷', '中', '抽取', '名', '贈送', '元人', '並', '以', '電子', '郵件', '通知', '拜託', '教徒', '動手', '填', '問卷', '感謝', '大家']","['Nh', 'VL', 'Nh', 'SHI', 'A', 'Na', 'Nc', 'Na', 'Caa', 'Na', 'Nc', 'DE', 'Na', 'Nd', 'D', 'VC', 'Neu', 'Nf', 'P', 'P', 'Na', 'Na', 'Na', 'Na', 'DE', 'Na', 'Cbb', 'Nd', 'Na', 'VC', 'Na', 'VK', 'VC', 'Na', 'Cbb', 'V_2', 'VC', 'Di', 'DE', 'Na', 'D', 'D', 'VC', 'Neu', 'Nf', 'VF', 'Na', 'Ncd', 'Na', 'DE', 'Na', 'VC', 'VC', 'Nep', 'Nf', 'Na', 'Na', 'VC', 'Na', 'VC', 'Ng', 'D', 'P', 'VH', 'Na', 'Ng', 'VC', 'Na', 'VD', 'Na', 'D', 'P', 'Na', 'Na', 'VC', 'VC', 'Na', 'VA', 'VC', 'Na', 'VK', 'Nh']","['好', '國立', '交通', '大學', '傳播', '科技', '研究所', '學生', '目前', '正在', '進行', '項', '節目', '百靈果', '廣告', '效果', '研究', '先前', '問卷', '設計', '失誤', '需要', '重收', '問卷', '填寫', '人', '再', '填寫', '次', '懇請', '版', '百靈果', '聽眾', '幫忙', '填寫', '份', '問卷', '問卷', '連結', '問卷', '收畢', '後', '有效', '問卷', '中', '抽取', '名', '贈送', '元人', '電子', '郵件', '通知', '拜託', '教徒', '動手', '填', '問卷', '感謝']",[],positive
1,235205808,"快要合校了
不知道校歌會不會把原本的「為世界之光」改掉啊？
這首歌很好聽欸
https://www.youtube.com/watch?v=uNiHl-m6evA
順便分享一下陽明的
https://www.youtube.com/watch?v=_xlg-6V2Z0g",關於校歌,2021-01-20T13:07:32.138Z,2021-01-20T13:07:32.138Z,0,1,M,nctu,https://www.dcard.tw/f/nctu/p/235205808,dcard,post,快要合校了不知道校歌會不會把原本的為世界之光改掉啊這首歌很好聽欸順便分享一下陽明的,"['快要', '合校', '了', '不', '知道', '校歌', '會不會', '把', '原本', '的', '為', '世界', '之', '光', '改掉', '啊', '這', '首', '歌', '很', '好聽', '欸', '順便', '分享', '一下', '陽明', '的']","['D', 'VH', 'Di', 'D', 'VK', 'Na', 'D', 'P', 'A', 'DE', 'P', 'Nc', 'DE', 'Na', 'VC', 'T', 'Nep', 'Nf', 'Na', 'Dfa', 'VH', 'I', 'D', 'VJ', 'Nd', 'Nb', 'DE']","['合校', '知道', '校歌', '會不會', '原本', '世界', '改掉', '首', '歌', '好聽', '欸', '順便', '分享', '一下', '陽明']",[],positive
2,235205549,"大家好，我們是國立交通大學傳播研究所的學生，目前正在進行一項有關「IG平台廣告效果」的研究。大致需要600份（男女各半）的樣本，麻煩大家踴躍填寫，救救沒有寒假的研究生。將抽出三位（確實填答完畢），提供新台幣100元，以表感謝！
男生請填：https://nctucommunication.qualtrics.com/jfe/form/SV_6VZbwnDnioOdQai
女生請填：https://nctucommunication.qualtrics.com/jfe/form/SV_a9tHT5IZyEa5QA6",IG平台廣告效果問卷(抽現金)急缺男性樣本😢,2021-01-20T12:23:31.937Z,2021-01-20T12:23:31.937Z,0,0,F,nctu,https://www.dcard.tw/f/nctu/p/235205549,dcard,post,大家好我們是國立交通大學傳播研究所的學生目前正在進行一項有關平台廣告效果的研究大致需要份男女各半的樣本麻煩大家踴躍填寫救救沒有寒假的研究生將抽出三位確實填答完畢提供新台幣元以表感謝男生請填女生請填,"['大家', '好', '我們', '是', '國立', '交通', '大學', '傳播', '研究所', '的', '學生', '目前', '正在', '進行', '一', '項', '有關', '平台', '廣告', '效果', '的', '研究', '大致', '需要', '份', '男女', '各', '半', '的', '樣本', '麻煩', '大家', '踴躍', '填寫', '救救', '沒有', '寒假', '的', '研究生', '將', '抽出', '三', '位', '確實', '填答', '完畢', '提供', '新台幣', '元', '以', '表', '感謝', '男生', '請', '填', '女生', '請', '填']","['Nh', 'VL', 'Nh', 'SHI', 'A', 'Na', 'Nc', 'VC', 'Nc', 'DE', 'Na', 'Nd', 'D', 'VC', 'Neu', 'Nf', 'VJ', 'Na', 'Na', 'Na', 'DE', 'Na', 'D', 'VK', 'Na', 'Na', 'Nes', 'Neqa', 'DE', 'Na', 'VHC', 'Nh', 'VH', 'VC', 'VC', 'VJ', 'Nd', 'DE', 'Na', 'D', 'VC', 'Neu', 'Nf', 'D', 'VC', 'VH', 'VD', 'Na', 'Nd', 'P', 'Na', 'VK', 'Na', 'VF', 'VC', 'Na', 'VF', 'VC']","['好', '國立', '交通', '大學', '傳播', '研究所', '學生', '目前', '正在', '進行', '項', '平台', '廣告', '效果', '研究', '需要', '份', '男女', '樣本', '麻煩', '踴躍', '填寫', '救救', '寒假', '研究生', '抽出', '位', '確實', '填答', '完畢', '提供', '新台幣', '元', '表', '感謝', '男生', '請', '填', '女生', '請', '填']",[],positive
3,235203052,請問學期成績如果有小數點的話，在算總平均和排名時，系統會自動四捨五入嗎？還是會計算到小數點後幾位？,學期成績怎麼算,2021-01-20T03:46:38.022Z,2021-01-20T03:46:38.022Z,2,3,M,nctu,https://www.dcard.tw/f/nctu/p/235203052,dcard,post,請問學期成績如果有小數點的話在算總平均和排名時系統會自動四捨五入嗎還是會計算到小數點後幾位,"['請問', '學期', '成績', '如果', '有', '小數點', '的', '話', '在', '算', '總平均', '和', '排名', '時', '系統', '會', '自動', '四捨五入', '嗎', '還是', '會計', '算到', '小數點', '後', '幾', '位']","['VE', 'Na', 'Na', 'Cbb', 'V_2', 'Na', 'DE', 'Na', 'P', 'VG', 'Na', 'Caa', 'Na', 'Ng', 'Na', 'D', 'VH', 'VB', 'T', 'Caa', 'Na', 'VE', 'Na', 'Ng', 'Neu', 'Nf']","['請問', '學期', '成績', '小數點', '話', '算', '總平均', '排名', '時', '系統', '自動', '四捨五入', '會計', '算到', '小數點', '後', '位']",[],positive
4,235202796,"疫情都這麼嚴重了，連陳時中都說活動強烈建議取消了，營隊還要辦嗎？

只是想保護大家安全，沒別的意思",我好怕,2021-01-20T02:35:27.238Z,2021-01-20T02:35:27.238Z,4,2,M,nctu,https://www.dcard.tw/f/nctu/p/235202796,dcard,post,疫情都這麼嚴重了連陳時中都說活動強烈建議取消了營隊還要辦嗎只是想保護大家安全沒別的意思,"['疫情', '都', '這麼', '嚴重', '了', '連', '陳', '時', '中都', '說', '活動', '強烈', '建議', '取消', '了', '營隊', '還要', '辦', '嗎', '只是', '想', '保護', '大家', '安全', '沒', '別的', '意思']","['Na', 'D', 'Dfa', 'VH', 'T', 'Cbb', 'Nb', 'Ng', 'Nc', 'VE', 'Na', 'VH', 'Na', 'VC', 'Di', 'Na', 'Dfa', 'VC', 'T', 'D', 'VE', 'VC', 'Nh', 'VH', 'VJ', 'Neqa', 'Na']","['疫情', '嚴重', '陳', '時', '中都', '說', '活動', '強烈', '建議', '取消', '營隊', '還要', '辦', '想', '保護', '安全', '意思']",[],negative
5,235201962,"從12點多開始叫到現在，該不會學校真的有貓貓在半夜出沒吧😍😍😍

還是其實不是貓聲………？",半夜女二的貓叫聲,2021-01-19T18:18:22.376Z,2021-01-19T18:18:22.376Z,1,8,F,nctu,https://www.dcard.tw/f/nctu/p/235201962,dcard,post,從點多開始叫到現在該不會學校真的有貓貓在半夜出沒吧還是其實不是貓聲,"['從', '點', '多', '開始', '叫到', '現在', '該', '不會', '學校', '真的', '有', '貓', '貓', '在', '半夜', '出沒', '吧', '還是', '其實', '不', '是', '貓', '聲']","['P', 'Na', 'D', 'VL', 'VF', 'Nd', 'D', 'D', 'Nc', 'D', 'V_2', 'Na', 'Na', 'P', 'Nd', 'VA', 'T', 'D', 'D', 'D', 'SHI', 'Na', 'Na']","['點', '叫到', '現在', '學校', '真的', '貓', '貓', '半夜', '出沒', '貓', '聲']",[],negative
6,235201820,"請問有人修過電機系王宜楷老師開的
控制實驗課程嗎～
網路上都查不太到修課心得，
所以想在這邊詢問一下，
像是課程的整體流程、給分與loading，
感謝各位的分享！！",控制實驗,2021-01-19T17:42:29.760Z,2021-01-20T01:31:29.347Z,3,1,M,nctu,https://www.dcard.tw/f/nctu/p/235201820,dcard,post,請問有人修過電機系王宜楷老師開的控制實驗課程嗎網路上都查不太到修課心得所以想在這邊詢問一下像是課程的整體流程給分與感謝各位的分享,"['請問', '有', '人', '修', '過', '電機系', '王宜楷', '老師', '開', '的', '控制', '實驗', '課程', '嗎', '網路', '上', '都', '查', '不', '太', '到', '修課', '心得', '所以', '想', '在', '這邊', '詢問', '一下', '像是', '課程', '的', '整體', '流程', '給分', '與', '感謝', '各位', '的', '分享']","['VE', 'V_2', 'Na', 'VC', 'Di', 'Nc', 'Nb', 'Na', 'VC', 'DE', 'VC', 'Na', 'Na', 'T', 'Na', 'Ng', 'D', 'VE', 'D', 'Dfa', 'P', 'Na', 'Na', 'Cbb', 'VE', 'P', 'Ncd', 'VE', 'Nd', 'SHI', 'Na', 'DE', 'Na', 'Na', 'VA', 'Caa', 'VK', 'Nh', 'DE', 'VJ']","['請問', '人', '修', '電機系', '王宜楷', '老師', '開', '控制', '實驗', '課程', '網路', '查', '太', '修課', '心得', '想', '詢問', '一下', '像是', '課程', '整體', '流程', '給分', '感謝', '分享']",[],positive
7,235201487,"Rt某個課
作業project要自己做
做完之後有一部份的分數是匿名互評
自己拍影片丟到yt
結果一堆人沒匿名
開個新的google帳號再上傳是不是很難啊==
取個奇怪的id英文名字就算了
影片連結往下滑就看到中文名字是怎樣
至少往下滑不要馬上看到名字好爆

幹話講完了 雖然個人覺得其實沒啥差啦
不過還是想碎嘴一下",作業說要匿名 結果一半的人沒匿名,2021-01-19T16:42:27.391Z,2021-01-19T16:42:27.391Z,5,2,M,nctu,https://www.dcard.tw/f/nctu/p/235201487,dcard,post,某個課作業要自己做做完之後有一部份的分數是匿名互評自己拍影片丟到結果一堆人沒匿名開個新的帳號再上傳是不是很難啊取個奇怪的英文名字就算了影片連結往下滑就看到中文名字是怎樣至少往下滑不要馬上看到名字好爆幹話講完了雖然個人覺得其實沒啥差啦不過還是想碎嘴一下,"['某', '個', '課', '作業', '要', '自己', '做', '做完', '之後', '有', '一', '部份', '的', '分數', '是', '匿名', '互評', '自己', '拍', '影片', '丟到', '結果', '一', '堆', '人', '沒', '匿名', '開', '個', '新', '的', '帳號', '再', '上', '傳', '是', '不', '是', '很', '難', '啊', '取', '個', '奇怪', '的', '英文', '名字', '就算', '了', '影片', '連結', '往', '下滑', '就', '看到', '中文', '名字', '是', '怎樣', '至少', '往', '下滑', '不要', '馬上', '看到', '名字', '好', '爆', '幹話', '講完', '了', '雖然', '個人', '覺得', '其實', '沒', '啥', '差', '啦', '不過', '還是', '想', '碎嘴', '一下']","['Nes', 'Nf', 'Na', 'Na', 'D', 'Nh', 'VC', 'VC', 'Ng', 'V_2', 'Neu', 'Neqa', 'DE', 'Na', 'SHI', 'VH', 'VC', 'Nh', 'VC', 'Na', 'VC', 'Na', 'Neu', 'Nf', 'Na', 'D', 'VH', 'VC', 'Nf', 'VH', 'DE', 'Na', 'D', 'VCL', 'Na', 'SHI', 'D', 'SHI', 'Dfa', 'VH', 'T', 'VC', 'Nf', 'VK', 'DE', 'Na', 'Na', 'VH', 'Di', 'Na', 'VC', 'P', 'VA', 'D', 'VE', 'Na', 'Na', 'SHI', 'D', 'Da', 'P', 'VA', 'D', 'D', 'VE', 'Na', 'Dfa', 'VH', 'Na', 'VC', 'Di', 'Cbb', 'Na', 'VK', 'D', 'VJ', 'Nep', 'VH', 'T', 'Cbb', 'D', 'VE', 'VA', 'Nd']","['課', '作業', '做', '做完', '之後', '部份', '分數', '匿名', '互評', '拍', '影片', '丟到', '堆', '人', '匿名', '開', '新', '帳號', '再', '難', '取', '奇怪', '英文', '名字', '影片', '連結', '下滑', '看到', '中文', '名字', '至少', '下滑', '看到', '名字', '好', '爆', '幹話', '講完', '覺得', '差', '想', '碎嘴', '一下']",[],negative
8,235199259,"剛剛看有一個新粉專是合校後的
到時候我們的學聯會會變交通分會
看起來是這樣
小妹我想請問一下 那當初繳的學聯會費還算數ㄇ🐑🐑🐑
會有權利受影響ㄇ",學聯會,2021-01-19T10:47:56.635Z,2021-01-19T10:47:56.635Z,2,3,F,nctu,https://www.dcard.tw/f/nctu/p/235199259,dcard,post,剛剛看有一個新粉專是合校後的到時候我們的學聯會會變交通分會看起來是這樣小妹我想請問一下那當初繳的學聯會費還算數會有權利受影響,"['剛剛', '看', '有', '一', '個', '新', '粉', '專', '是', '合校', '後', '的', '到時候', '我們', '的', '學', '聯會', '會', '變', '交通', '分會', '看起來', '是', '這樣', '小妹', '我', '想', '請問', '一下', '那', '當初', '繳', '的', '學', '聯會費', '還', '算數', '會', '有', '權利', '受', '影響']","['D', 'VE', 'V_2', 'Neu', 'Nf', 'VH', 'Na', 'D', 'SHI', 'VH', 'Ng', 'DE', 'D', 'Nh', 'DE', 'VC', 'Nc', 'D', 'VH', 'Na', 'Nc', 'D', 'SHI', 'VH', 'Na', 'Nh', 'VE', 'VE', 'Nd', 'Nep', 'Nd', 'VD', 'DE', 'VC', 'Na', 'D', 'VH', 'D', 'V_2', 'Na', 'P', 'Na']","['剛剛', '新', '粉', '專', '合校', '後', '到時候', '學', '聯會', '變', '交通', '分會', '小妹', '想', '請問', '一下', '當初', '繳', '學', '聯會費', '算數', '權利', '受', '影響']",[],neutral
9,235197297,"請大家花3分鐘幫我們填寫以下問卷
我們將會在1/25（一）從填答有效問卷的填答者中抽出三名得獎者，獎品有：
💰新台幣300元乙份
💰新台幣200元乙份
💰新台幣100元乙份

我們將會透過Email或手機與得獎者聯絡，所以欲參加抽獎請記得在問卷內留下資訊！

-

大家好，我們是一群交通大學傳科系的學生，最近在進行畢業製作
希望藉由問卷調查的方式，蒐集一些大家對於臺灣各個城市味道的想法

-
誰說西式才是質感？
台灣味才是歹灣郎ㄟ質感！
我們以製作「台灣人的蠟燭」為目標，
將「台灣元素」以及「城市記憶」融入蠟燭文化。

https://forms.gle/8WgudFj7YZ9Ra2XR9",台灣各城市的氣味問卷,2021-01-19T04:10:41.943Z,2021-01-19T04:10:41.943Z,0,1,F,nctu,https://www.dcard.tw/f/nctu/p/235197297,dcard,post,請大家花分鐘幫我們填寫以下問卷我們將會在一從填答有效問卷的填答者中抽出三名得獎者獎品有新台幣元乙份新台幣元乙份新台幣元乙份我們將會透過或手機與得獎者聯絡所以欲參加抽獎請記得在問卷內留下資訊大家好我們是一群交通大學傳科系的學生最近在進行畢業製作希望藉由問卷調查的方式蒐集一些大家對於臺灣各個城市味道的想法誰說西式才是質感台灣味才是歹灣郎質感我們以製作台灣人的蠟燭為目標將台灣元素以及城市記憶融入蠟燭文化,"['請', '大家', '花', '分鐘', '幫', '我們', '填寫', '以下', '問卷', '我們', '將', '會', '在', '一', '從', '填答', '有效', '問卷', '的', '填答', '者', '中', '抽出', '三', '名', '得獎', '者', '獎品', '有', '新台幣元', '乙', '份', '新台幣元', '乙', '份', '新台幣元', '乙', '份', '我們', '將', '會', '透過', '或', '手機', '與', '得獎', '者', '聯絡', '所以', '欲', '參加', '抽獎', '請', '記得', '在', '問卷', '內', '留下', '資訊', '大家', '好', '我們', '是', '一', '群', '交通', '大學', '傳', '科系', '的', '學生', '最近', '在', '進行', '畢業', '製作', '希望', '藉由', '問卷', '調查', '的', '方式', '蒐集', '一些', '大家', '對於', '臺灣', '各', '個', '城市', '味道', '的', '想法', '誰', '說', '西式', '才', '是', '質感', '台灣味', '才', '是', '歹灣郎', '質感', '我們', '以', '製作', '台灣人', '的', '蠟燭', '為', '目標', '將', '台灣', '元素', '以及', '城市', '記憶', '融入', '蠟燭', '文化']","['VF', 'Nh', 'VC', 'Nf', 'P', 'Nh', 'VC', 'Ng', 'Na', 'Nh', 'D', 'D', 'P', 'Neu', 'P', 'VC', 'VH', 'Na', 'DE', 'VC', 'Na', 'Ng', 'VC', 'Neu', 'Nf', 'VA', 'Na', 'Na', 'V_2', 'Nb', 'Neu', 'Nf', 'Nb', 'Neu', 'Nf', 'Nb', 'Neu', 'Nf', 'Nh', 'D', 'D', 'VJ', 'Caa', 'Na', 'Caa', 'VA', 'Na', 'VC', 'Cbb', 'VK', 'VC', 'VA', 'VF', 'VK', 'P', 'Na', 'Ncd', 'VC', 'Na', 'Nh', 'VL', 'Nh', 'SHI', 'Neu', 'Nf', 'Na', 'Nc', 'VD', 'Na', 'DE', 'Na', 'Nd', 'P', 'VC', 'VH', 'VC', 'VK', 'P', 'Na', 'VE', 'DE', 'Na', 'VC', 'Neqa', 'Nh', 'P', 'Nc', 'Nes', 'Nf', 'Na', 'Na', 'DE', 'Na', 'Nh', 'VE', 'A', 'Da', 'SHI', 'Na', 'Na', 'Da', 'SHI', 'Nb', 'Na', 'Nh', 'P', 'VC', 'Na', 'DE', 'Na', 'VG', 'Na', 'P', 'Nc', 'Na', 'Caa', 'Na', 'Na', 'VC', 'Na', 'Na']","['請', '花', '分鐘', '幫', '填寫', '以下', '問卷', '填答', '有效', '問卷', '填答', '中', '抽出', '名', '得獎', '獎品', '新台幣元', '乙', '份', '新台幣元', '乙', '份', '新台幣元', '乙', '份', '透過', '手機', '得獎', '聯絡', '欲', '參加', '抽獎', '請', '記得', '問卷', '留下', '資訊', '好', '群', '交通', '大學', '科系', '學生', '最近', '進行', '畢業', '製作', '希望', '藉由', '問卷', '調查', '方式', '蒐集', '一些', '臺灣', '城市', '味道', '想法', '說', '西式', '質感', '台灣味', '歹灣郎', '質感', '製作', '台灣人', '蠟燭', '目標', '台灣', '元素', '城市', '記憶', '融入', '蠟燭', '文化']",[],positive
