午夜實驗室,midnightlab,https://www.dcard.tw/_api/forums/midnightlab/posts?popular=false,1
時光膠囊,timecapsule,https://www.dcard.tw/_api/forums/timecapsule/posts?popular=false,1
母親節,mother,https://www.dcard.tw/_api/forums/mother/posts?popular=false,1
聖誕CiaoCiao,merryxmas,https://www.dcard.tw/_api/forums/merryxmas/posts?popular=false,1
父親節,father,https://www.dcard.tw/_api/forums/father/posts?popular=false,1
臨時回報,bugreport,https://www.dcard.tw/_api/forums/bugreport/posts?popular=false,1
五週年紀念,5anniversary,https://www.dcard.tw/_api/forums/5anniversary/posts?popular=false,1
臺灣大學,ntu,https://www.dcard.tw/_api/forums/ntu/posts?popular=false,1
政治大學,nccu,https://www.dcard.tw/_api/forums/nccu/posts?popular=false,1
交通大學,nctu,https://www.dcard.tw/_api/forums/nctu/posts?popular=false,1
淡江大學,tku,https://www.dcard.tw/_api/forums/tku/posts?popular=false,1
東華大學,ndhu,https://www.dcard.tw/_api/forums/ndhu/posts?popular=false,1
成功大學,ncku,https://www.dcard.tw/_api/forums/ncku/posts?popular=false,1
北科大,ntut,https://www.dcard.tw/_api/forums/ntut/posts?popular=false,1
輔仁大學,fju,https://www.dcard.tw/_api/forums/fju/posts?popular=false,1
師範大學,ntnu,https://www.dcard.tw/_api/forums/ntnu/posts?popular=false,1
高雄師範大學,nknu,https://www.dcard.tw/_api/forums/nknu/posts?popular=false,1
彰化師範大學,ncue,https://www.dcard.tw/_api/forums/ncue/posts?popular=false,1
中央大學,ncu,https://www.dcard.tw/_api/forums/ncu/posts?popular=false,1
逢甲大學,fcu,https://www.dcard.tw/_api/forums/fcu/posts?popular=false,1
清華大學,nthu,https://www.dcard.tw/_api/forums/nthu/posts?popular=false,1
暨南大學,ncnu,https://www.dcard.tw/_api/forums/ncnu/posts?popular=false,1
東海大學,thu,https://www.dcard.tw/_api/forums/thu/posts?popular=false,1
高雄第一科大,nkfust,https://www.dcard.tw/_api/forums/nkfust/posts?popular=false,1
台科大,ntust,https://www.dcard.tw/_api/forums/ntust/posts?popular=false,1
中興大學,nchu,https://www.dcard.tw/_api/forums/nchu/posts?popular=false,1
元智大學,yzu,https://www.dcard.tw/_api/forums/yzu/posts?popular=false,1
聯合大學,nuu,https://www.dcard.tw/_api/forums/nuu/posts?popular=false,1
海洋大學,ntou,https://www.dcard.tw/_api/forums/ntou/posts?popular=false,1
中山大學,nsysu,https://www.dcard.tw/_api/forums/nsysu/posts?popular=false,1
臺北大學,ntpu,https://www.dcard.tw/_api/forums/ntpu/posts?popular=false,1
中央警察大學,cpu,https://www.dcard.tw/_api/forums/cpu/posts?popular=false,1
中正大學,ccu,https://www.dcard.tw/_api/forums/ccu/posts?popular=false,1
實踐大學,usc,https://www.dcard.tw/_api/forums/usc/posts?popular=false,1
陽明大學,ym,https://www.dcard.tw/_api/forums/ym/posts?popular=false,1
臺灣藝術大學,ntua,https://www.dcard.tw/_api/forums/ntua/posts?popular=false,1
世新大學,shu,https://www.dcard.tw/_api/forums/shu/posts?popular=false,1
臺北教育大學,ntue,https://www.dcard.tw/_api/forums/ntue/posts?popular=false,1
臺北藝術大學,tnua,https://www.dcard.tw/_api/forums/tnua/posts?popular=false,1
臺北市立大學,utaipei,https://www.dcard.tw/_api/forums/utaipei/posts?popular=false,1
文化大學,pccu,https://www.dcard.tw/_api/forums/pccu/posts?popular=false,1
東吳大學,scu,https://www.dcard.tw/_api/forums/scu/posts?popular=false,1
嘉義大學,ncyu,https://www.dcard.tw/_api/forums/ncyu/posts?popular=false,1
高雄大學,nuk,https://www.dcard.tw/_api/forums/nuk/posts?popular=false,1
中科大,nutc,https://www.dcard.tw/_api/forums/nutc/posts?popular=false,1
國北護,ntunhs,https://www.dcard.tw/_api/forums/ntunhs/posts?popular=false,1
義守大學,isu,https://www.dcard.tw/_api/forums/isu/posts?popular=false,1
長庚大學,cgu,https://www.dcard.tw/_api/forums/cgu/posts?popular=false,1
臺北醫學大學,tmu,https://www.dcard.tw/_api/forums/tmu/posts?popular=false,1
中原大學,cycu,https://www.dcard.tw/_api/forums/cycu/posts?popular=false,1
中山醫學大學,csmu,https://www.dcard.tw/_api/forums/csmu/posts?popular=false,1
文藻外語大學,wzu,https://www.dcard.tw/_api/forums/wzu/posts?popular=false,1
高應大,kuas,https://www.dcard.tw/_api/forums/kuas/posts?popular=false,1
長庚科大,cgust,https://www.dcard.tw/_api/forums/cgust/posts?popular=false,1
勤益科大,ncut,https://www.dcard.tw/_api/forums/ncut/posts?popular=false,1
銘傳大學,mcu,https://www.dcard.tw/_api/forums/mcu/posts?popular=false,1
宜蘭大學,niu,https://www.dcard.tw/_api/forums/niu/posts?popular=false,1
虎尾科大,nfu,https://www.dcard.tw/_api/forums/nfu/posts?popular=false,1
新竹教育大學,nhcue,https://www.dcard.tw/_api/forums/nhcue/posts?popular=false,1
